Time X Y Z ID Radius
6.25 2.9342e-07 5.23546e-06 -9.72085e-08 0 1e-06
6.25 -1.1175e-06 4.42723e-06 -1.31867e-06 1 1e-07
6.25 -9.01816e-08 3.06651e-06 -1.08976e-07 2 1.1e-06
6.3 2.41129e-07 5.25e-06 -8.4067e-08 0 1e-06
6.3 -1.07589e-06 4.51245e-06 -1.32102e-06 1 1e-07
6.3 -1.01092e-07 3.07778e-06 -1.09495e-07 2 1.1e-06
6.35 2.62838e-07 5.25673e-06 -9.99803e-08 0 1e-06
6.35 -1.03431e-06 4.56483e-06 -1.31289e-06 1 1e-07
6.35 -1.23524e-07 3.11161e-06 -9.90465e-08 2 1.1e-06
6.4 3.14852e-07 5.27437e-06 -1.06114e-07 0 1e-06
6.4 -1.01277e-06 4.60481e-06 -1.31901e-06 1 1e-07
6.4 -1.30476e-07 3.15074e-06 -1.04252e-07 2 1.1e-06
6.45 3.49953e-07 5.31105e-06 -1.08672e-07 0 1e-06
6.45 -9.87837e-07 4.61811e-06 -1.3254e-06 1 1e-07
6.45 -1.43424e-07 3.19502e-06 -1.09504e-07 2 1.1e-06
6.5 3.57336e-07 5.31444e-06 -1.40953e-07 0 1e-06
6.5 -9.7399e-07 4.63041e-06 -1.3293e-06 1 1e-07
6.5 -1.5476e-07 3.23926e-06 -1.10008e-07 2 1.1e-06
6.55 3.86449e-07 5.3053e-06 -1.32226e-07 0 1e-06
6.55 -9.78618e-07 4.63592e-06 -1.33548e-06 1 1e-07
6.55 -1.68805e-07 3.26876e-06 -1.05663e-07 2 1.1e-06
6.6 3.92854e-07 5.28356e-06 -1.36034e-07 0 1e-06
6.6 -9.94654e-07 4.67111e-06 -1.33387e-06 1 1e-07
6.6 -1.86794e-07 3.26517e-06 -1.01527e-07 2 1.1e-06
6.65 4.36523e-07 5.25414e-06 -1.33074e-07 0 1e-06
6.65 -1.00624e-06 4.68815e-06 -1.33473e-06 1 1e-07
6.65 -2.00162e-07 3.26306e-06 -1.03942e-07 2 1.1e-06
6.7 4.77221e-07 5.3284e-06 -1.58894e-07 0 1e-06
6.7 -1.02207e-06 4.69305e-06 -1.33225e-06 1 1e-07
6.7 -2.09046e-07 3.26278e-06 -1.08265e-07 2 1.1e-06
6.75 4.61083e-07 5.2838e-06 -1.19484e-07 0 1e-06
6.75 -1.03353e-06 4.67648e-06 -1.32483e-06 1 1e-07
6.75 -2.14895e-07 3.27134e-06 -1.12107e-07 2 1.1e-06
6.8 4.66435e-07 5.30922e-06 -7.54006e-08 0 1e-06
6.8 -1.04049e-06 4.66441e-06 -1.31816e-06 1 1e-07
6.8 -2.1585e-07 3.28399e-06 -1.17711e-07 2 1.1e-06
6.85 4.31533e-07 5.33614e-06 -1.0141e-07 0 1e-06
6.85 -1.04254e-06 4.65842e-06 -1.30326e-06 1 1e-07
6.85 -2.16053e-07 3.30264e-06 -1.3141e-07 2 1.1e-06
6.9 4.59287e-07 5.36012e-06 -9.1488e-08 0 1e-06
6.9 -1.05391e-06 4.6644e-06 -1.28959e-06 1 1e-07
6.9 -2.13972e-07 3.32537e-06 -1.37239e-07 2 1.1e-06
6.95 4.37587e-07 5.30896e-06 -6.41513e-08 0 1e-06
6.95 -1.06853e-06 4.68295e-06 -1.27607e-06 1 1e-07
6.95 -2.08876e-07 3.32246e-06 -1.42132e-07 2 1.1e-06
7 4.8539e-07 5.44904e-06 -4.99712e-08 0 1e-06
7 -1.08915e-06 4.7184e-06 -1.26535e-06 1 1e-07
7 -1.98447e-07 3.32184e-06 -1.45161e-07 2 1.1e-06
7.05 4.7451e-07 5.40979e-06 -5.61546e-08 0 1e-06
7.05 -1.06737e-06 4.75364e-06 -1.22126e-06 1 1e-07
7.05 -1.93765e-07 3.33312e-06 -1.49607e-07 2 1.1e-06
7.1 5.22536e-07 5.40225e-06 -5.14055e-08 0 1e-06
7.1 -1.04428e-06 4.79741e-06 -1.18559e-06 1 1e-07
7.1 -1.84786e-07 3.3501e-06 -1.62877e-07 2 1.1e-06
7.15 5.04718e-07 5.39139e-06 -5.68123e-08 0 1e-06
7.15 -1.04365e-06 4.83093e-06 -1.16837e-06 1 1e-07
7.15 -1.83554e-07 3.3683e-06 -1.75725e-07 2 1.1e-06
7.2 5.38377e-07 5.45435e-06 -5.10244e-08 0 1e-06
7.2 -1.04107e-06 4.85611e-06 -1.15417e-06 1 1e-07
7.2 -1.75354e-07 3.38829e-06 -1.82439e-07 2 1.1e-06
7.25 5.54659e-07 5.41002e-06 -5.46948e-08 0 1e-06
7.25 -1.03868e-06 4.89315e-06 -1.15819e-06 1 1e-07
7.25 -1.69101e-07 3.41217e-06 -1.79844e-07 2 1.1e-06
7.3 5.92426e-07 5.37926e-06 -9.47855e-08 0 1e-06
7.3 -1.02877e-06 4.93172e-06 -1.17184e-06 1 1e-07
7.3 -1.60183e-07 3.4448e-06 -1.81264e-07 2 1.1e-06
7.35 6.4288e-07 5.50103e-06 -1.20188e-07 0 1e-06
7.35 -1.03708e-06 4.97824e-06 -1.1633e-06 1 1e-07
7.35 -1.56559e-07 3.47683e-06 -1.83125e-07 2 1.1e-06
7.4 6.55566e-07 5.56225e-06 -1.4393e-07 0 1e-06
7.4 -1.02948e-06 5.0146e-06 -1.15368e-06 1 1e-07
7.4 -1.52171e-07 3.50489e-06 -1.89677e-07 2 1.1e-06
7.45 6.38327e-07 5.60536e-06 -1.50303e-07 0 1e-06
7.45 -1.00975e-06 5.049e-06 -1.14618e-06 1 1e-07
7.45 -1.43188e-07 3.53236e-06 -1.90531e-07 2 1.1e-06
7.5 6.53974e-07 5.66016e-06 -1.46455e-07 0 1e-06
7.5 -1.01085e-06 5.10564e-06 -1.12968e-06 1 1e-07
7.5 -1.38562e-07 3.55355e-06 -1.88095e-07 2 1.1e-06
7.55 6.59476e-07 5.63211e-06 -1.46671e-07 0 1e-06
7.55 -9.95667e-07 5.16085e-06 -1.09864e-06 1 1e-07
7.55 -1.35431e-07 3.58724e-06 -1.78706e-07 2 1.1e-06
7.6 6.58962e-07 5.62186e-06 -1.64177e-07 0 1e-06
7.6 -1.00026e-06 5.21462e-06 -1.08217e-06 1 1e-07
7.6 -1.23088e-07 3.61585e-06 -1.76037e-07 2 1.1e-06
7.65 7.25275e-07 5.62644e-06 -9.88752e-08 0 1e-06
7.65 -1.02784e-06 5.24435e-06 -1.06312e-06 1 1e-07
7.65 -1.10847e-07 3.64747e-06 -1.53708e-07 2 1.1e-06
7.7 7.47542e-07 5.65048e-06 -1.01696e-07 0 1e-06
7.7 -1.03901e-06 5.25764e-06 -1.04002e-06 1 1e-07
7.7 -1.05121e-07 3.68021e-06 -1.33936e-07 2 1.1e-06
7.75 7.09334e-07 5.63455e-06 -5.5707e-08 0 1e-06
7.75 -1.02306e-06 5.26105e-06 -9.94631e-07 1 1e-07
7.75 -9.82709e-08 3.71834e-06 -1.29687e-07 2 1.1e-06
7.8 7.30959e-07 5.81879e-06 -5.72436e-08 0 1e-06
7.8 -1.00901e-06 5.28309e-06 -9.49844e-07 1 1e-07
7.8 -8.66707e-08 3.74939e-06 -1.10451e-07 2 1.1e-06
7.85 7.50939e-07 5.82826e-06 5.47893e-09 0 1e-06
7.85 -1.00618e-06 5.31755e-06 -8.91118e-07 1 1e-07
7.85 -6.67412e-08 3.78662e-06 -9.37328e-08 2 1.1e-06
7.9 7.46191e-07 5.83529e-06 4.68233e-09 0 1e-06
7.9 -1.00901e-06 5.366e-06 -8.52327e-07 1 1e-07
7.9 -6.11094e-08 3.82583e-06 -6.98924e-08 2 1.1e-06
7.95 7.71411e-07 5.83054e-06 -1.34001e-08 0 1e-06
7.95 -1.01158e-06 5.4141e-06 -8.0872e-07 1 1e-07
7.95 -5.1538e-08 3.86421e-06 -5.69464e-08 2 1.1e-06
8 7.59707e-07 5.79156e-06 -1.39781e-08 0 1e-06
8 -1.0363e-06 5.46801e-06 -7.86419e-07 1 1e-07
8 -5.77499e-08 3.87008e-06 -4.35085e-08 2 1.1e-06
8.05 7.63715e-07 5.90056e-06 -2.50801e-08 0 1e-06
8.05 -1.05342e-06 5.50035e-06 -7.61465e-07 1 1e-07
8.05 -7.12778e-08 3.86672e-06 -3.26373e-08 2 1.1e-06
8.1 7.69858e-07 5.91208e-06 -7.6746e-08 0 1e-06
8.1 -1.06371e-06 5.52295e-06 -7.32978e-07 1 1e-07
8.1 -8.58619e-08 3.88848e-06 -2.30958e-08 2 1.1e-06
8.15 7.54444e-07 5.88092e-06 -6.72344e-08 0 1e-06
8.15 -1.065e-06 5.53001e-06 -7.00952e-07 1 1e-07
8.15 -9.98512e-08 3.922e-06 -9.17926e-09 2 1.1e-06
8.2 8.17615e-07 5.93735e-06 -1.08121e-07 0 1e-06
8.2 -1.08598e-06 5.5473e-06 -6.63571e-07 1 1e-07
8.2 -1.07526e-07 3.95985e-06 3.97074e-09 2 1.1e-06
8.25 8.43188e-07 5.88766e-06 -7.34409e-08 0 1e-06
8.25 -1.1058e-06 5.57513e-06 -6.14978e-07 1 1e-07
8.25 -9.81901e-08 3.99677e-06 2.04019e-08 2 1.1e-06
8.3 8.56557e-07 5.89109e-06 -1.0702e-07 0 1e-06
8.3 -1.10739e-06 5.59502e-06 -5.79695e-07 1 1e-07
8.3 -9.12412e-08 4.03637e-06 4.09111e-08 2 1.1e-06
8.35 9.72631e-07 6.04803e-06 -4.84615e-08 0 1e-06
8.35 -1.09633e-06 5.60263e-06 -5.70963e-07 1 1e-07
8.35 -7.80405e-08 4.06106e-06 7.12952e-08 2 1.1e-06
8.4 9.64913e-07 6.02214e-06 -8.17568e-08 0 1e-06
8.4 -1.07087e-06 5.60519e-06 -5.50535e-07 1 1e-07
8.4 -6.82817e-08 4.09444e-06 9.95783e-08 2 1.1e-06
8.45 9.84893e-07 6.07404e-06 -8.82328e-09 0 1e-06
8.45 -1.01683e-06 5.62382e-06 -5.28091e-07 1 1e-07
8.45 -4.41345e-08 4.13029e-06 1.30413e-07 2 1.1e-06
8.5 1.03531e-06 6.04837e-06 1.22306e-08 0 1e-06
8.5 -9.65515e-07 5.65068e-06 -5.00675e-07 1 1e-07
8.5 -1.90103e-08 4.15388e-06 1.48989e-07 2 1.1e-06
8.55 1.01918e-06 6.03421e-06 -4.74537e-08 0 1e-06
8.55 -8.87448e-07 5.69009e-06 -4.76381e-07 1 1e-07
8.55 1.00466e-08 4.17663e-06 1.58388e-07 2 1.1e-06
8.6 1.03923e-06 6.02798e-06 -5.94261e-08 0 1e-06
8.6 -8.25649e-07 5.74414e-06 -4.65444e-07 1 1e-07
8.6 5.28837e-08 4.19301e-06 1.67077e-07 2 1.1e-06
8.65 1.06913e-06 6.04828e-06 -4.31126e-08 0 1e-06
8.65 -8.08158e-07 5.81876e-06 -4.82655e-07 1 1e-07
8.65 8.12066e-08 4.21612e-06 1.75403e-07 2 1.1e-06
8.7 1.10381e-06 6.15451e-06 1.17863e-08 0 1e-06
8.7 -8.25044e-07 5.89113e-06 -5.00163e-07 1 1e-07
8.7 1.1845e-07 4.23477e-06 1.7665e-07 2 1.1e-06
8.75 1.09856e-06 6.16885e-06 2.74831e-08 0 1e-06
8.75 -8.37238e-07 5.94717e-06 -5.11436e-07 1 1e-07
8.75 1.58019e-07 4.25952e-06 1.88442e-07 2 1.1e-06
8.8 1.09988e-06 6.20137e-06 1.12711e-08 0 1e-06
8.8 -8.23033e-07 6.00027e-06 -5.20224e-07 1 1e-07
8.8 1.90741e-07 4.28852e-06 2.08253e-07 2 1.1e-06
8.85 1.12544e-06 6.20196e-06 4.06067e-08 0 1e-06
8.85 -8.08379e-07 6.01911e-06 -5.0847e-07 1 1e-07
8.85 2.15532e-07 4.32437e-06 2.21174e-07 2 1.1e-06
8.9 1.20294e-06 6.35428e-06 5.70523e-08 0 1e-06
8.9 -7.79666e-07 6.01406e-06 -4.72857e-07 1 1e-07
8.9 2.34749e-07 4.36637e-06 2.17157e-07 2 1.1e-06
8.95 1.22488e-06 6.39825e-06 4.29084e-08 0 1e-06
8.95 -7.18414e-07 6.00346e-06 -4.24983e-07 1 1e-07
8.95 2.52366e-07 4.40012e-06 2.05718e-07 2 1.1e-06
9 1.20935e-06 6.38863e-06 7.1267e-08 0 1e-06
9 -6.61321e-07 5.99132e-06 -3.7908e-07 1 1e-07
9 2.59102e-07 4.43703e-06 1.8844e-07 2 1.1e-06
9.05 1.18443e-06 6.38076e-06 8.57256e-08 0 1e-06
9.05 -6.43753e-07 6.01513e-06 -3.69148e-07 1 1e-07
9.05 2.6702e-07 4.47819e-06 1.82606e-07 2 1.1e-06
9.1 1.14855e-06 6.33889e-06 1.2389e-07 0 1e-06
9.1 -6.58161e-07 6.04832e-06 -3.68148e-07 1 1e-07
9.1 2.64041e-07 4.48671e-06 1.69953e-07 2 1.1e-06
9.15 1.24299e-06 6.48038e-06 1.62392e-07 0 1e-06
9.15 -7.05512e-07 6.0989e-06 -3.8132e-07 1 1e-07
9.15 2.74275e-07 4.49479e-06 1.56108e-07 2 1.1e-06
9.2 1.1905e-06 6.44507e-06 1.79265e-07 0 1e-06
9.2 -7.40037e-07 6.14104e-06 -3.83185e-07 1 1e-07
9.2 2.92527e-07 4.5064e-06 1.51063e-07 2 1.1e-06
9.25 1.19215e-06 6.45336e-06 2.34756e-07 0 1e-06
9.25 -7.74334e-07 6.17327e-06 -3.76648e-07 1 1e-07
9.25 3.03225e-07 4.51895e-06 1.45727e-07 2 1.1e-06
9.3 1.21338e-06 6.46518e-06 2.3523e-07 0 1e-06
9.3 -7.91023e-07 6.20376e-06 -3.7813e-07 1 1e-07
9.3 3.22559e-07 4.53592e-06 1.50335e-07 2 1.1e-06
9.35 1.2294e-06 6.50712e-06 2.2518e-07 0 1e-06
9.35 -7.58498e-07 6.22457e-06 -3.73952e-07 1 1e-07
9.35 3.4519e-07 4.55474e-06 1.47363e-07 2 1.1e-06
9.4 1.23369e-06 6.51087e-06 2.05229e-07 0 1e-06
9.4 -7.1317e-07 6.23822e-06 -3.73142e-07 1 1e-07
9.4 3.73181e-07 4.57132e-06 1.63588e-07 2 1.1e-06
9.45 1.21998e-06 6.53611e-06 2.19865e-07 0 1e-06
9.45 -6.78831e-07 6.23618e-06 -3.66396e-07 1 1e-07
9.45 3.85824e-07 4.59848e-06 1.80966e-07 2 1.1e-06
9.5 1.22309e-06 6.48628e-06 1.84004e-07 0 1e-06
9.5 -6.40458e-07 6.23828e-06 -3.78689e-07 1 1e-07
9.5 3.80887e-07 4.58932e-06 1.83596e-07 2 1.1e-06
9.55 1.27693e-06 6.55133e-06 1.77891e-07 0 1e-06
9.55 -6.13314e-07 6.24077e-06 -3.86731e-07 1 1e-07
9.55 3.7065e-07 4.59712e-06 1.81989e-07 2 1.1e-06
9.6 1.18648e-06 6.56921e-06 1.8657e-07 0 1e-06
9.6 -6.01947e-07 6.24297e-06 -3.93008e-07 1 1e-07
9.6 3.66293e-07 4.61204e-06 1.79851e-07 2 1.1e-06
9.65 1.16506e-06 6.60158e-06 1.85174e-07 0 1e-06
9.65 -6.06716e-07 6.25197e-06 -3.88294e-07 1 1e-07
9.65 3.73095e-07 4.63661e-06 1.78512e-07 2 1.1e-06
9.7 1.15142e-06 6.58149e-06 2.0637e-07 0 1e-06
9.7 -6.33755e-07 6.24164e-06 -4.00869e-07 1 1e-07
9.7 3.70304e-07 4.62209e-06 1.89752e-07 2 1.1e-06
9.75 1.13185e-06 6.5646e-06 2.02127e-07 0 1e-06
9.75 -6.74103e-07 6.22787e-06 -4.32587e-07 1 1e-07
9.75 3.60423e-07 4.58478e-06 2.02997e-07 2 1.1e-06
9.8 1.17208e-06 6.55962e-06 2.08197e-07 0 1e-06
9.8 -7.13205e-07 6.20312e-06 -4.63605e-07 1 1e-07
9.8 3.68257e-07 4.55868e-06 2.06559e-07 2 1.1e-06
9.85 1.17314e-06 6.53416e-06 1.79561e-07 0 1e-06
9.85 -7.31107e-07 6.17235e-06 -4.77496e-07 1 1e-07
9.85 3.81717e-07 4.53807e-06 2.09209e-07 2 1.1e-06
9.9 1.14428e-06 6.59897e-06 1.73079e-07 0 1e-06
9.9 -7.23571e-07 6.11707e-06 -4.64908e-07 1 1e-07
9.9 3.84354e-07 4.52741e-06 2.05233e-07 2 1.1e-06
9.95 1.12648e-06 6.60766e-06 1.67138e-07 0 1e-06
9.95 -6.94344e-07 6.05408e-06 -4.52911e-07 1 1e-07
9.95 3.9027e-07 4.51245e-06 2.03844e-07 2 1.1e-06
10 1.15593e-06 6.59195e-06 1.77996e-07 0 1e-06
10 -6.49927e-07 6.00745e-06 -4.47883e-07 1 1e-07
10 3.94913e-07 4.51301e-06 1.9522e-07 2 1.1e-06
10.05 1.10398e-06 6.67495e-06 1.85927e-07 0 1e-06
10.05 -6.14522e-07 5.97077e-06 -4.41861e-07 1 1e-07
10.05 3.953e-07 4.50752e-06 1.8987e-07 2 1.1e-06
10.1 1.15064e-06 6.6693e-06 2.02836e-07 0 1e-06
10.1 -6.0013e-07 5.95835e-06 -4.38632e-07 1 1e-07
10.1 4.04591e-07 4.51862e-06 1.85913e-07 2 1.1e-06
10.15 1.11162e-06 6.604e-06 2.22644e-07 0 1e-06
10.15 -5.98352e-07 5.9714e-06 -4.4394e-07 1 1e-07
10.15 4.19944e-07 4.52899e-06 1.86353e-07 2 1.1e-06
10.2 1.08134e-06 6.59346e-06 1.61196e-07 0 1e-06
10.2 -6.17228e-07 5.99491e-06 -4.70288e-07 1 1e-07
10.2 4.27024e-07 4.54063e-06 1.89611e-07 2 1.1e-06
10.25 1.0221e-06 6.57846e-06 1.99093e-07 0 1e-06
10.25 -6.65285e-07 6.02182e-06 -5.1627e-07 1 1e-07
10.25 4.39631e-07 4.54697e-06 2.05554e-07 2 1.1e-06
10.3 1.04183e-06 6.6041e-06 2.38005e-07 0 1e-06
10.3 -7.31557e-07 6.05721e-06 -5.74408e-07 1 1e-07
10.3 4.52323e-07 4.55955e-06 2.21635e-07 2 1.1e-06
10.35 1.03063e-06 6.61164e-06 2.47411e-07 0 1e-06
10.35 -7.95435e-07 6.07479e-06 -6.08334e-07 1 1e-07
10.35 4.72601e-07 4.57704e-06 2.34826e-07 2 1.1e-06
10.4 1.00376e-06 6.58834e-06 2.16649e-07 0 1e-06
10.4 -8.1462e-07 6.07631e-06 -6.09317e-07 1 1e-07
10.4 4.81071e-07 4.58813e-06 2.47993e-07 2 1.1e-06
10.45 1.06769e-06 6.63851e-06 2.46323e-07 0 1e-06
10.45 -8.00695e-07 6.06384e-06 -5.9242e-07 1 1e-07
10.45 4.88599e-07 4.5998e-06 2.58188e-07 2 1.1e-06
10.5 1.07424e-06 6.63443e-06 2.65431e-07 0 1e-06
10.5 -7.22168e-07 6.04195e-06 -5.54314e-07 1 1e-07
10.5 4.88287e-07 4.61267e-06 2.64483e-07 2 1.1e-06
10.55 1.05132e-06 6.61081e-06 2.24589e-07 0 1e-06
10.55 -6.37853e-07 6.028e-06 -5.21681e-07 1 1e-07
10.55 4.80757e-07 4.59754e-06 2.6597e-07 2 1.1e-06
10.6 1.078e-06 6.7513e-06 2.3631e-07 0 1e-06
10.6 -5.8648e-07 6.02469e-06 -4.94237e-07 1 1e-07
10.6 4.86876e-07 4.58998e-06 2.67909e-07 2 1.1e-06
10.65 1.0759e-06 6.74987e-06 2.93917e-07 0 1e-06
10.65 -5.61313e-07 6.02046e-06 -4.86813e-07 1 1e-07
10.65 4.95037e-07 4.58627e-06 2.72798e-07 2 1.1e-06
10.7 1.07753e-06 6.72557e-06 2.93832e-07 0 1e-06
10.7 -5.56107e-07 6.01752e-06 -4.95895e-07 1 1e-07
10.7 5.03638e-07 4.58754e-06 2.80601e-07 2 1.1e-06
10.75 1.02524e-06 6.6537e-06 3.01313e-07 0 1e-06
10.75 -5.70573e-07 6.01483e-06 -5.07594e-07 1 1e-07
10.75 5.03363e-07 4.59431e-06 2.95475e-07 2 1.1e-06
10.8 1.02143e-06 6.64024e-06 2.89023e-07 0 1e-06
10.8 -6.03526e-07 6.00113e-06 -5.27298e-07 1 1e-07
10.8 5.05038e-07 4.60312e-06 2.97139e-07 2 1.1e-06
10.85 1.00906e-06 6.64119e-06 2.76914e-07 0 1e-06
10.85 -6.39982e-07 6.006e-06 -5.46097e-07 1 1e-07
10.85 5.03646e-07 4.58469e-06 3.02959e-07 2 1.1e-06
10.9 1.03043e-06 6.69541e-06 2.49917e-07 0 1e-06
10.9 -6.80957e-07 6.00517e-06 -5.68326e-07 1 1e-07
10.9 5.01656e-07 4.57968e-06 3.01531e-07 2 1.1e-06
10.95 1.01574e-06 6.67397e-06 2.33966e-07 0 1e-06
10.95 -7.09857e-07 6.00474e-06 -5.81841e-07 1 1e-07
10.95 4.94826e-07 4.57515e-06 2.93172e-07 2 1.1e-06
11 1.01105e-06 6.65162e-06 2.49285e-07 0 1e-06
11 -7.25219e-07 5.99506e-06 -5.7472e-07 1 1e-07
11 4.71276e-07 4.57356e-06 3.01416e-07 2 1.1e-06
11.05 1.01044e-06 6.63293e-06 1.96106e-07 0 1e-06
11.05 -7.25009e-07 5.97825e-06 -5.66151e-07 1 1e-07
11.05 4.54347e-07 4.57157e-06 3.11177e-07 2 1.1e-06
11.1 1.03959e-06 6.64486e-06 1.77689e-07 0 1e-06
11.1 -7.18025e-07 5.968e-06 -5.52766e-07 1 1e-07
11.1 4.34918e-07 4.58237e-06 3.05102e-07 2 1.1e-06
11.15 1.05944e-06 6.60204e-06 1.98778e-07 0 1e-06
11.15 -7.04897e-07 5.94306e-06 -5.33185e-07 1 1e-07
11.15 4.15817e-07 4.59768e-06 3.05864e-07 2 1.1e-06
11.2 1.07275e-06 6.6011e-06 1.72687e-07 0 1e-06
11.2 -6.95698e-07 5.94001e-06 -5.36798e-07 1 1e-07
11.2 3.95948e-07 4.61243e-06 3.02813e-07 2 1.1e-06
11.25 1.04466e-06 6.60002e-06 2.02396e-07 0 1e-06
11.25 -6.90842e-07 5.9624e-06 -5.43819e-07 1 1e-07
11.25 3.81731e-07 4.59809e-06 2.99587e-07 2 1.1e-06
11.3 1.06169e-06 6.61011e-06 2.01463e-07 0 1e-06
11.3 -7.05877e-07 5.97647e-06 -5.53724e-07 1 1e-07
11.3 3.78093e-07 4.59091e-06 2.99362e-07 2 1.1e-06
11.35 1.06753e-06 6.62676e-06 2.36354e-07 0 1e-06
11.35 -7.2282e-07 5.99783e-06 -5.63204e-07 1 1e-07
11.35 3.71548e-07 4.58142e-06 3.04114e-07 2 1.1e-06
11.4 1.0861e-06 6.66245e-06 2.37363e-07 0 1e-06
11.4 -7.25722e-07 6.03016e-06 -5.75506e-07 1 1e-07
11.4 3.62348e-07 4.5833e-06 3.11414e-07 2 1.1e-06
11.45 1.11059e-06 6.65395e-06 2.1981e-07 0 1e-06
11.45 -7.1632e-07 6.05593e-06 -5.81433e-07 1 1e-07
11.45 3.54623e-07 4.5979e-06 3.23121e-07 2 1.1e-06
11.5 1.17963e-06 6.64268e-06 2.53595e-07 0 1e-06
11.5 -6.85273e-07 6.05992e-06 -5.71848e-07 1 1e-07
11.5 3.56486e-07 4.61391e-06 3.27523e-07 2 1.1e-06
11.55 1.16314e-06 6.64791e-06 2.15603e-07 0 1e-06
11.55 -6.41598e-07 6.08226e-06 -5.52356e-07 1 1e-07
11.55 3.55457e-07 4.63378e-06 3.33536e-07 2 1.1e-06
11.6 1.17579e-06 6.64654e-06 2.43561e-07 0 1e-06
11.6 -5.95946e-07 6.11988e-06 -5.27169e-07 1 1e-07
11.6 3.57569e-07 4.64043e-06 3.36062e-07 2 1.1e-06
11.65 1.22322e-06 6.66179e-06 2.16693e-07 0 1e-06
11.65 -5.61806e-07 6.14811e-06 -5.1665e-07 1 1e-07
11.65 3.64395e-07 4.65453e-06 3.33192e-07 2 1.1e-06
11.7 1.16651e-06 6.66566e-06 2.11669e-07 0 1e-06
11.7 -5.26683e-07 6.18627e-06 -5.23347e-07 1 1e-07
11.7 3.79796e-07 4.67851e-06 3.38007e-07 2 1.1e-06
11.75 1.16027e-06 6.59898e-06 1.52636e-07 0 1e-06
11.75 -5.16751e-07 6.22511e-06 -5.2905e-07 1 1e-07
11.75 4.02417e-07 4.66848e-06 3.33557e-07 2 1.1e-06
11.8 1.19902e-06 6.70382e-06 1.04753e-07 0 1e-06
11.8 -5.3523e-07 6.23277e-06 -5.47796e-07 1 1e-07
11.8 4.1951e-07 4.66477e-06 3.24699e-07 2 1.1e-06
11.85 1.20114e-06 6.69506e-06 3.2457e-08 0 1e-06
11.85 -5.76721e-07 6.22332e-06 -5.51193e-07 1 1e-07
11.85 4.4054e-07 4.66782e-06 3.112e-07 2 1.1e-06
11.9 1.15736e-06 6.65188e-06 3.05393e-08 0 1e-06
11.9 -6.12185e-07 6.20725e-06 -5.58171e-07 1 1e-07
11.9 4.53906e-07 4.68008e-06 2.9867e-07 2 1.1e-06
11.95 1.16572e-06 6.64811e-06 1.71258e-08 0 1e-06
11.95 -6.72864e-07 6.17033e-06 -5.76544e-07 1 1e-07
11.95 4.67668e-07 4.69899e-06 2.84557e-07 2 1.1e-06
12 1.21044e-06 6.83079e-06 8.34659e-09 0 1e-06
12 -7.29043e-07 6.13136e-06 -5.76143e-07 1 1e-07
12 4.83803e-07 4.71711e-06 2.69901e-07 2 1.1e-06
12.05 1.18658e-06 6.83578e-06 5.01219e-08 0 1e-06
12.05 -7.35645e-07 6.1022e-06 -5.55873e-07 1 1e-07
12.05 5.04397e-07 4.74541e-06 2.56741e-07 2 1.1e-06
12.1 1.15436e-06 6.86335e-06 7.27797e-08 0 1e-06
12.1 -6.98675e-07 6.07422e-06 -5.31014e-07 1 1e-07
12.1 5.23165e-07 4.78103e-06 2.46052e-07 2 1.1e-06
12.15 1.18884e-06 6.8932e-06 6.74622e-08 0 1e-06
12.15 -6.55912e-07 6.06734e-06 -5.17636e-07 1 1e-07
12.15 5.43054e-07 4.82491e-06 2.37889e-07 2 1.1e-06
12.2 1.15834e-06 6.93033e-06 1.00775e-07 0 1e-06
12.2 -6.07856e-07 6.07697e-06 -5.02793e-07 1 1e-07
12.2 5.62818e-07 4.86152e-06 2.40624e-07 2 1.1e-06
12.25 1.22862e-06 6.9678e-06 3.83396e-08 0 1e-06
12.25 -5.96234e-07 6.0981e-06 -5.05162e-07 1 1e-07
12.25 5.86867e-07 4.89252e-06 2.45179e-07 2 1.1e-06
12.3 1.24067e-06 7.0044e-06 8.58827e-08 0 1e-06
12.3 -5.9348e-07 6.15647e-06 -5.27251e-07 1 1e-07
12.3 6.09036e-07 4.92291e-06 2.42865e-07 2 1.1e-06
12.35 1.19388e-06 6.99856e-06 1.2309e-07 0 1e-06
12.35 -5.80939e-07 6.24285e-06 -5.45097e-07 1 1e-07
12.35 6.24312e-07 4.95363e-06 2.39087e-07 2 1.1e-06
12.4 1.19941e-06 6.99325e-06 1.45403e-07 0 1e-06
12.4 -5.76321e-07 6.34272e-06 -5.66542e-07 1 1e-07
12.4 6.33026e-07 4.97623e-06 2.33419e-07 2 1.1e-06
12.45 1.24754e-06 7.15173e-06 1.40021e-07 0 1e-06
12.45 -5.75081e-07 6.45539e-06 -5.68896e-07 1 1e-07
12.45 6.34562e-07 4.98644e-06 2.24134e-07 2 1.1e-06
12.5 1.2271e-06 7.24026e-06 9.64414e-08 0 1e-06
12.5 -5.46544e-07 6.56495e-06 -5.74849e-07 1 1e-07
12.5 6.34532e-07 5.00522e-06 2.07075e-07 2 1.1e-06
12.55 1.22332e-06 7.21678e-06 9.52486e-08 0 1e-06
12.55 -5.02285e-07 6.64454e-06 -5.82679e-07 1 1e-07
12.55 6.25789e-07 5.0299e-06 1.91421e-07 2 1.1e-06
12.6 1.20026e-06 7.19742e-06 5.08141e-08 0 1e-06
