Time X Y Z ID Radius
12.6 -4.63265e-07 6.69648e-06 -5.89682e-07 1 1e-07
12.6 6.13952e-07 5.08359e-06 1.74514e-07 2 1.1e-06
12.65 1.26048e-06 7.18003e-06 9.40684e-08 0 1e-06
12.65 -4.4986e-07 6.71536e-06 -6.03971e-07 1 1e-07
12.65 6.13748e-07 5.13252e-06 1.5684e-07 2 1.1e-06
12.7 1.26011e-06 7.14743e-06 9.97002e-08 0 1e-06
12.7 -4.53923e-07 6.69836e-06 -6.14235e-07 1 1e-07
12.7 6.16469e-07 5.19097e-06 1.51633e-07 2 1.1e-06
12.75 1.37059e-06 7.27e-06 9.83187e-08 0 1e-06
12.75 -4.66477e-07 6.688e-06 -6.36769e-07 1 1e-07
12.75 6.13106e-07 5.23482e-06 1.50282e-07 2 1.1e-06
12.8 1.3627e-06 7.26019e-06 9.485e-08 0 1e-06
12.8 -4.61592e-07 6.67789e-06 -6.66999e-07 1 1e-07
12.8 6.02752e-07 5.26864e-06 1.4832e-07 2 1.1e-06
12.85 1.37804e-06 7.24812e-06 8.2013e-08 0 1e-06
12.85 -4.35442e-07 6.66535e-06 -7.0041e-07 1 1e-07
12.85 5.92742e-07 5.29521e-06 1.54348e-07 2 1.1e-06
12.9 1.36141e-06 7.28586e-06 1.51568e-07 0 1e-06
12.9 -4.01642e-07 6.65789e-06 -7.23645e-07 1 1e-07
12.9 5.88939e-07 5.32288e-06 1.52464e-07 2 1.1e-06
12.95 1.34618e-06 7.27189e-06 1.692e-07 0 1e-06
12.95 -3.84777e-07 6.6828e-06 -7.65069e-07 1 1e-07
12.95 5.8974e-07 5.32951e-06 1.49164e-07 2 1.1e-06
13 1.37868e-06 7.35887e-06 1.51598e-07 0 1e-06
13 -3.76801e-07 6.72898e-06 -8.08771e-07 1 1e-07
13 5.94616e-07 5.32536e-06 1.47521e-07 2 1.1e-06
13.05 1.32365e-06 7.42625e-06 1.14121e-07 0 1e-06
13.05 -3.55063e-07 6.77574e-06 -8.39326e-07 1 1e-07
13.05 5.88066e-07 5.31703e-06 1.48686e-07 2 1.1e-06
13.1 1.28539e-06 7.41924e-06 3.38061e-08 0 1e-06
13.1 -3.31664e-07 6.80809e-06 -8.63261e-07 1 1e-07
13.1 5.79848e-07 5.33372e-06 1.64266e-07 2 1.1e-06
13.15 1.30122e-06 7.4338e-06 -1.98328e-08 0 1e-06
13.15 -3.16557e-07 6.82985e-06 -8.99415e-07 1 1e-07
13.15 5.77565e-07 5.35753e-06 1.70118e-07 2 1.1e-06
13.2 1.3252e-06 7.44604e-06 -1.59256e-09 0 1e-06
13.2 -3.19184e-07 6.83339e-06 -9.54653e-07 1 1e-07
13.2 5.67857e-07 5.38204e-06 1.68051e-07 2 1.1e-06
13.25 1.32544e-06 7.44705e-06 -3.54557e-08 0 1e-06
13.25 -3.11753e-07 6.82761e-06 -9.95521e-07 1 1e-07
13.25 5.59491e-07 5.42346e-06 1.74814e-07 2 1.1e-06
13.3 1.31629e-06 7.45834e-06 -3.98159e-09 0 1e-06
13.3 -2.80427e-07 6.8227e-06 -1.00937e-06 1 1e-07
13.3 5.49799e-07 5.46727e-06 1.76766e-07 2 1.1e-06
13.35 1.31487e-06 7.45115e-06 -2.09764e-08 0 1e-06
13.35 -2.53107e-07 6.83361e-06 -1.02452e-06 1 1e-07
13.35 5.44241e-07 5.50021e-06 1.80216e-07 2 1.1e-06
13.4 1.36673e-06 7.4813e-06 -3.7116e-08 0 1e-06
13.4 -2.44667e-07 6.84414e-06 -1.04516e-06 1 1e-07
13.4 5.3764e-07 5.53316e-06 1.81268e-07 2 1.1e-06
13.45 1.37352e-06 7.4767e-06 -4.83817e-08 0 1e-06
13.45 -2.4679e-07 6.86196e-06 -1.06438e-06 1 1e-07
13.45 5.37702e-07 5.56837e-06 1.73359e-07 2 1.1e-06
13.5 1.3899e-06 7.61666e-06 -6.12353e-08 0 1e-06
13.5 -2.59177e-07 6.86594e-06 -1.09208e-06 1 1e-07
13.5 5.40477e-07 5.60041e-06 1.65999e-07 2 1.1e-06
13.55 1.36676e-06 7.65873e-06 -4.84202e-08 0 1e-06
13.55 -2.52883e-07 6.87292e-06 -1.12897e-06 1 1e-07
13.55 5.48496e-07 5.63074e-06 1.69281e-07 2 1.1e-06
13.6 1.31057e-06 7.66128e-06 -5.87448e-09 0 1e-06
13.6 -2.25439e-07 6.90146e-06 -1.15485e-06 1 1e-07
13.6 5.57421e-07 5.65009e-06 1.67691e-07 2 1.1e-06
13.65 1.26937e-06 7.72607e-06 5.21587e-08 0 1e-06
13.65 -1.80384e-07 6.92434e-06 -1.15347e-06 1 1e-07
13.65 5.52471e-07 5.66295e-06 1.59998e-07 2 1.1e-06
13.7 1.27683e-06 7.69215e-06 3.74221e-08 0 1e-06
13.7 -1.51905e-07 6.95336e-06 -1.14473e-06 1 1e-07
13.7 5.55921e-07 5.66487e-06 1.69239e-07 2 1.1e-06
13.75 1.25252e-06 7.72599e-06 2.65313e-08 0 1e-06
13.75 -1.34607e-07 6.98215e-06 -1.15947e-06 1 1e-07
13.75 5.61223e-07 5.67891e-06 1.81526e-07 2 1.1e-06
13.8 1.3234e-06 7.6918e-06 2.98039e-10 0 1e-06
13.8 -1.20156e-07 6.99451e-06 -1.19087e-06 1 1e-07
13.8 5.71266e-07 5.69166e-06 1.81384e-07 2 1.1e-06
13.85 1.32053e-06 7.69118e-06 -6.3855e-09 0 1e-06
13.85 -1.15522e-07 6.99699e-06 -1.20721e-06 1 1e-07
13.85 5.92283e-07 5.70499e-06 1.80852e-07 2 1.1e-06
13.9 1.31284e-06 7.6694e-06 -4.30836e-08 0 1e-06
13.9 -1.1276e-07 6.99571e-06 -1.21741e-06 1 1e-07
13.9 6.10308e-07 5.72262e-06 1.87796e-07 2 1.1e-06
13.95 1.3743e-06 7.81314e-06 -6.97979e-08 0 1e-06
13.95 -1.00499e-07 6.99236e-06 -1.22453e-06 1 1e-07
13.95 6.28676e-07 5.73708e-06 1.95413e-07 2 1.1e-06
14 1.33685e-06 7.79026e-06 -1.82964e-08 0 1e-06
14 -6.53044e-08 6.98878e-06 -1.23619e-06 1 1e-07
14 6.47752e-07 5.75203e-06 2.06336e-07 2 1.1e-06
14.05 1.30299e-06 7.75211e-06 -4.6805e-08 0 1e-06
14.05 -9.61464e-09 6.98578e-06 -1.2231e-06 1 1e-07
14.05 6.63101e-07 5.76849e-06 2.11517e-07 2 1.1e-06
14.1 1.30422e-06 7.7409e-06 -3.00687e-08 0 1e-06
14.1 1.35407e-08 6.98192e-06 -1.20382e-06 1 1e-07
14.1 6.69131e-07 5.7586e-06 2.03733e-07 2 1.1e-06
14.15 1.3743e-06 7.85109e-06 -5.78034e-08 0 1e-06
14.15 6.88965e-09 6.98406e-06 -1.19761e-06 1 1e-07
14.15 6.68808e-07 5.75413e-06 1.94556e-07 2 1.1e-06
14.2 1.35539e-06 7.86596e-06 -9.28632e-08 0 1e-06
14.2 -1.75288e-08 6.98476e-06 -1.21943e-06 1 1e-07
14.2 6.65509e-07 5.76441e-06 1.97027e-07 2 1.1e-06
14.25 1.34603e-06 7.80488e-06 -8.34968e-08 0 1e-06
14.25 -3.82042e-08 6.99299e-06 -1.24199e-06 1 1e-07
14.25 6.75351e-07 5.77904e-06 1.99154e-07 2 1.1e-06
14.3 1.41803e-06 7.78376e-06 -1.15145e-07 0 1e-06
14.3 -6.37729e-08 6.99232e-06 -1.27028e-06 1 1e-07
14.3 6.84958e-07 5.80711e-06 1.92629e-07 2 1.1e-06
14.35 1.3664e-06 7.75692e-06 -1.37019e-07 0 1e-06
14.35 -7.03221e-08 7.00489e-06 -1.27921e-06 1 1e-07
14.35 6.93956e-07 5.81623e-06 1.9046e-07 2 1.1e-06
14.4 1.34993e-06 7.88788e-06 -1.77575e-07 0 1e-06
14.4 -7.96917e-08 7.02302e-06 -1.29348e-06 1 1e-07
14.4 6.90857e-07 5.8358e-06 1.8262e-07 2 1.1e-06
14.45 1.36999e-06 7.89483e-06 -1.96668e-07 0 1e-06
14.45 -9.42907e-08 7.0376e-06 -1.28735e-06 1 1e-07
14.45 6.97756e-07 5.86347e-06 1.70481e-07 2 1.1e-06
14.5 1.38697e-06 7.86936e-06 -1.97049e-07 0 1e-06
14.5 -1.03325e-07 7.05562e-06 -1.26266e-06 1 1e-07
14.5 7.07881e-07 5.88919e-06 1.62255e-07 2 1.1e-06
14.55 1.39006e-06 7.88699e-06 -1.81229e-07 0 1e-06
14.55 -1.20964e-07 7.07274e-06 -1.24874e-06 1 1e-07
14.55 7.11812e-07 5.92138e-06 1.48576e-07 2 1.1e-06
14.6 1.37657e-06 7.92485e-06 -2.0244e-07 0 1e-06
14.6 -1.22363e-07 7.09642e-06 -1.23429e-06 1 1e-07
14.6 7.18811e-07 5.95796e-06 1.39141e-07 2 1.1e-06
14.65 1.34414e-06 7.89335e-06 -1.99118e-07 0 1e-06
14.65 -1.16718e-07 7.13972e-06 -1.22654e-06 1 1e-07
14.65 7.18542e-07 5.95906e-06 1.32749e-07 2 1.1e-06
14.7 1.33754e-06 7.98968e-06 -2.81064e-07 0 1e-06
14.7 -1.27965e-07 7.16526e-06 -1.22568e-06 1 1e-07
14.7 7.10587e-07 5.97186e-06 1.24899e-07 2 1.1e-06
14.75 1.38683e-06 8.04561e-06 -2.77072e-07 0 1e-06
14.75 -1.63871e-07 7.18009e-06 -1.23703e-06 1 1e-07
14.75 7.07632e-07 5.9773e-06 1.29962e-07 2 1.1e-06
14.8 1.45068e-06 8.0559e-06 -2.78332e-07 0 1e-06
14.8 -2.03079e-07 7.19392e-06 -1.21999e-06 1 1e-07
14.8 6.91459e-07 5.9856e-06 1.44827e-07 2 1.1e-06
14.85 1.45319e-06 8.04526e-06 -3.04206e-07 0 1e-06
14.85 -2.06651e-07 7.21931e-06 -1.19961e-06 1 1e-07
14.85 6.8034e-07 6.00474e-06 1.52542e-07 2 1.1e-06
14.9 1.44801e-06 8.05403e-06 -2.60714e-07 0 1e-06
14.9 -1.95084e-07 7.24831e-06 -1.18052e-06 1 1e-07
14.9 6.77251e-07 6.03225e-06 1.67508e-07 2 1.1e-06
14.95 1.39612e-06 8.06887e-06 -2.79909e-07 0 1e-06
14.95 -1.6127e-07 7.28076e-06 -1.15744e-06 1 1e-07
14.95 6.64888e-07 6.06627e-06 1.84494e-07 2 1.1e-06
15 1.40663e-06 8.12028e-06 -2.96808e-07 0 1e-06
15 -1.36948e-07 7.29736e-06 -1.14097e-06 1 1e-07
15 6.59171e-07 6.1166e-06 1.96116e-07 2 1.1e-06
15.05 1.4645e-06 8.09398e-06 -3.32375e-07 0 1e-06
15.05 -1.19181e-07 7.3115e-06 -1.12168e-06 1 1e-07
15.05 6.59602e-07 6.15812e-06 1.9545e-07 2 1.1e-06
15.1 1.44723e-06 8.04621e-06 -3.28331e-07 0 1e-06
15.1 -1.17891e-07 7.31679e-06 -1.11211e-06 1 1e-07
15.1 6.66348e-07 6.19488e-06 1.97149e-07 2 1.1e-06
15.15 1.51901e-06 8.15954e-06 -3.33814e-07 0 1e-06
15.15 -1.39551e-07 7.32617e-06 -1.13784e-06 1 1e-07
15.15 6.68065e-07 6.23373e-06 1.97397e-07 2 1.1e-06
15.2 1.5079e-06 8.15732e-06 -3.59501e-07 0 1e-06
15.2 -1.74731e-07 7.34791e-06 -1.15831e-06 1 1e-07
15.2 6.72622e-07 6.26637e-06 1.96781e-07 2 1.1e-06
15.25 1.4681e-06 8.13845e-06 -3.70063e-07 0 1e-06
15.25 -1.95978e-07 7.37292e-06 -1.18515e-06 1 1e-07
15.25 6.78267e-07 6.30997e-06 1.96356e-07 2 1.1e-06
15.3 1.53284e-06 8.25954e-06 -3.58159e-07 0 1e-06
15.3 -2.10122e-07 7.40216e-06 -1.21868e-06 1 1e-07
15.3 6.85065e-07 6.33498e-06 1.9588e-07 2 1.1e-06
15.35 1.55924e-06 8.25524e-06 -4.32503e-07 0 1e-06
15.35 -2.09407e-07 7.43571e-06 -1.23795e-06 1 1e-07
15.35 6.93881e-07 6.37055e-06 1.96692e-07 2 1.1e-06
15.4 1.52387e-06 8.21179e-06 -4.48495e-07 0 1e-06
15.4 -1.95394e-07 7.4788e-06 -1.25596e-06 1 1e-07
15.4 7.20215e-07 6.4054e-06 1.88005e-07 2 1.1e-06
15.45 1.52178e-06 8.28799e-06 -4.31603e-07 0 1e-06
15.45 -1.65672e-07 7.50329e-06 -1.2643e-06 1 1e-07
15.45 7.5185e-07 6.43329e-06 1.71113e-07 2 1.1e-06
15.5 1.54675e-06 8.41605e-06 -4.36071e-07 0 1e-06
15.5 -1.37008e-07 7.52661e-06 -1.27571e-06 1 1e-07
15.5 7.67073e-07 6.46047e-06 1.54661e-07 2 1.1e-06
15.55 1.55244e-06 8.38685e-06 -4.13721e-07 0 1e-06
15.55 -1.11851e-07 7.54897e-06 -1.26875e-06 1 1e-07
15.55 7.80381e-07 6.47924e-06 1.43339e-07 2 1.1e-06
15.6 1.56027e-06 8.41474e-06 -4.27559e-07 0 1e-06
15.6 -8.60701e-08 7.59218e-06 -1.2605e-06 1 1e-07
15.6 7.77381e-07 6.50105e-06 1.37342e-07 2 1.1e-06
15.65 1.57098e-06 8.42899e-06 -4.29219e-07 0 1e-06
15.65 -6.82039e-08 7.64882e-06 -1.27303e-06 1 1e-07
15.65 7.83729e-07 6.53021e-06 1.23576e-07 2 1.1e-06
15.7 1.53612e-06 8.43478e-06 -4.50666e-07 0 1e-06
15.7 -5.67004e-08 7.70376e-06 -1.28436e-06 1 1e-07
15.7 7.86727e-07 6.5575e-06 1.12946e-07 2 1.1e-06
15.75 1.57086e-06 8.55257e-06 -4.963e-07 0 1e-06
15.75 -5.87584e-08 7.74368e-06 -1.30967e-06 1 1e-07
15.75 7.89938e-07 6.59437e-06 1.0567e-07 2 1.1e-06
15.8 1.56401e-06 8.53609e-06 -4.53763e-07 0 1e-06
15.8 -5.45463e-08 7.77486e-06 -1.33253e-06 1 1e-07
15.8 7.97056e-07 6.61249e-06 9.25599e-08 2 1.1e-06
15.85 1.48901e-06 8.51797e-06 -4.97505e-07 0 1e-06
15.85 -5.24353e-08 7.79437e-06 -1.3382e-06 1 1e-07
15.85 8.08069e-07 6.63492e-06 8.17988e-08 2 1.1e-06
15.9 1.5309e-06 8.65283e-06 -5.24672e-07 0 1e-06
15.9 -5.65975e-08 7.79024e-06 -1.34101e-06 1 1e-07
15.9 8.15421e-07 6.66517e-06 7.81814e-08 2 1.1e-06
15.95 1.54929e-06 8.63913e-06 -5.78672e-07 0 1e-06
15.95 -6.7025e-08 7.7713e-06 -1.34072e-06 1 1e-07
15.95 8.11673e-07 6.69418e-06 7.63251e-08 2 1.1e-06
16 1.56463e-06 8.60672e-06 -6.16503e-07 0 1e-06
16 -7.2778e-08 7.75706e-06 -1.34381e-06 1 1e-07
16 8.09239e-07 6.72542e-06 8.39432e-08 2 1.1e-06
16.05 1.58042e-06 8.60592e-06 -6.15554e-07 0 1e-06
16.05 -8.62603e-08 7.74785e-06 -1.35611e-06 1 1e-07
16.05 8.06141e-07 6.75387e-06 8.2066e-08 2 1.1e-06
16.1 1.63486e-06 8.64326e-06 -5.991e-07 0 1e-06
16.1 -8.03516e-08 7.75218e-06 -1.37911e-06 1 1e-07
16.1 7.97047e-07 6.7788e-06 8.32674e-08 2 1.1e-06
16.15 1.63499e-06 8.67921e-06 -5.75991e-07 0 1e-06
16.15 -5.78309e-08 7.78885e-06 -1.40459e-06 1 1e-07
16.15 7.82436e-07 6.78944e-06 7.80484e-08 2 1.1e-06
16.2 1.63937e-06 8.64714e-06 -5.93711e-07 0 1e-06
16.2 -1.53647e-08 7.84471e-06 -1.42088e-06 1 1e-07
16.2 7.67981e-07 6.80366e-06 6.7257e-08 2 1.1e-06
16.25 1.65296e-06 8.64053e-06 -5.33041e-07 0 1e-06
16.25 4.33973e-08 7.88675e-06 -1.45645e-06 1 1e-07
16.25 7.62618e-07 6.80646e-06 5.71218e-08 2 1.1e-06
16.3 1.67894e-06 8.65019e-06 -5.63465e-07 0 1e-06
16.3 1.06253e-07 7.92043e-06 -1.49616e-06 1 1e-07
16.3 7.46496e-07 6.80686e-06 5.24361e-08 2 1.1e-06
16.35 1.68274e-06 8.64604e-06 -5.76466e-07 0 1e-06
16.35 1.60476e-07 7.94063e-06 -1.52752e-06 1 1e-07
16.35 7.30934e-07 6.8237e-06 4.3929e-08 2 1.1e-06
16.4 1.69982e-06 8.64604e-06 -5.89851e-07 0 1e-06
16.4 2.02612e-07 7.97211e-06 -1.56173e-06 1 1e-07
16.4 7.24725e-07 6.83328e-06 3.46322e-08 2 1.1e-06
16.45 1.67027e-06 8.62794e-06 -5.80833e-07 0 1e-06
16.45 2.38907e-07 7.99222e-06 -1.59825e-06 1 1e-07
16.45 7.2067e-07 6.84911e-06 3.02733e-08 2 1.1e-06
16.5 1.64956e-06 8.61549e-06 -5.20717e-07 0 1e-06
16.5 2.4639e-07 7.99539e-06 -1.63704e-06 1 1e-07
16.5 7.16793e-07 6.8511e-06 3.57738e-08 2 1.1e-06
16.55 1.72442e-06 8.76965e-06 -5.28178e-07 0 1e-06
16.55 2.35328e-07 7.96884e-06 -1.67056e-06 1 1e-07
16.55 7.01485e-07 6.85819e-06 3.50725e-08 2 1.1e-06
16.6 1.74073e-06 8.77849e-06 -5.78346e-07 0 1e-06
16.6 2.40161e-07 7.94362e-06 -1.68066e-06 1 1e-07
16.6 6.92713e-07 6.88127e-06 2.68878e-08 2 1.1e-06
16.65 1.74985e-06 8.77457e-06 -5.29677e-07 0 1e-06
16.65 2.4759e-07 7.9086e-06 -1.67973e-06 1 1e-07
16.65 6.87026e-07 6.9214e-06 1.04472e-08 2 1.1e-06
16.7 1.77204e-06 8.8099e-06 -5.21099e-07 0 1e-06
16.7 2.52096e-07 7.89498e-06 -1.65217e-06 1 1e-07
16.7 6.80528e-07 6.96413e-06 -9.85421e-09 2 1.1e-06
16.75 1.76982e-06 8.77822e-06 -5.27932e-07 0 1e-06
16.75 2.58531e-07 7.89731e-06 -1.62646e-06 1 1e-07
16.75 6.61621e-07 7.00605e-06 -2.58743e-08 2 1.1e-06
16.8 1.7831e-06 8.74098e-06 -5.4324e-07 0 1e-06
16.8 2.91322e-07 7.9261e-06 -1.63928e-06 1 1e-07
16.8 6.48711e-07 7.03302e-06 -3.78216e-08 2 1.1e-06
16.85 1.71201e-06 8.77633e-06 -5.23362e-07 0 1e-06
16.85 3.30241e-07 7.96828e-06 -1.69772e-06 1 1e-07
16.85 6.22949e-07 7.02729e-06 -2.57851e-08 2 1.1e-06
16.9 1.65057e-06 8.75401e-06 -4.92885e-07 0 1e-06
16.9 3.47563e-07 8.01469e-06 -1.7744e-06 1 1e-07
16.9 5.98748e-07 7.01126e-06 -1.02744e-08 2 1.1e-06
16.95 1.73633e-06 8.86857e-06 -5.62424e-07 0 1e-06
16.95 3.75303e-07 8.04472e-06 -1.84117e-06 1 1e-07
16.95 5.8209e-07 7.0076e-06 9.38447e-09 2 1.1e-06
17 1.76424e-06 8.83313e-06 -5.80462e-07 0 1e-06
17 4.16813e-07 8.05824e-06 -1.88355e-06 1 1e-07
17 5.68817e-07 7.01587e-06 1.73126e-08 2 1.1e-06
17.05 1.75838e-06 8.88604e-06 -5.39042e-07 0 1e-06
17.05 4.62038e-07 8.06146e-06 -1.87701e-06 1 1e-07
17.05 5.57297e-07 7.03646e-06 -3.17199e-11 2 1.1e-06
17.1 1.75019e-06 8.87625e-06 -4.73747e-07 0 1e-06
17.1 5.28657e-07 8.07115e-06 -1.8357e-06 1 1e-07
17.1 5.52455e-07 7.06783e-06 -2.19429e-08 2 1.1e-06
17.15 1.8244e-06 8.82059e-06 -4.88745e-07 0 1e-06
17.15 5.86919e-07 8.05847e-06 -1.78483e-06 1 1e-07
17.15 5.62677e-07 7.09328e-06 -3.77959e-08 2 1.1e-06
17.2 1.86301e-06 8.79858e-06 -5.10948e-07 0 1e-06
17.2 6.31678e-07 8.04128e-06 -1.74828e-06 1 1e-07
17.2 5.69938e-07 7.11695e-06 -5.2509e-08 2 1.1e-06
17.25 1.83747e-06 8.78641e-06 -5.04484e-07 0 1e-06
17.25 6.62435e-07 8.01752e-06 -1.76336e-06 1 1e-07
17.25 5.84809e-07 7.1344e-06 -6.38531e-08 2 1.1e-06
17.3 1.82015e-06 8.77516e-06 -5.25325e-07 0 1e-06
17.3 6.66913e-07 7.98305e-06 -1.80446e-06 1 1e-07
17.3 5.92577e-07 7.13969e-06 -8.09906e-08 2 1.1e-06
17.35 1.89505e-06 8.85514e-06 -5.44134e-07 0 1e-06
17.35 6.60344e-07 7.9411e-06 -1.86757e-06 1 1e-07
17.35 5.92604e-07 7.13678e-06 -8.71419e-08 2 1.1e-06
17.4 1.88519e-06 8.86317e-06 -6.38836e-07 0 1e-06
17.4 6.47126e-07 7.91405e-06 -1.92615e-06 1 1e-07
17.4 6.0868e-07 7.13752e-06 -9.45785e-08 2 1.1e-06
17.45 1.83408e-06 8.88044e-06 -7.10538e-07 0 1e-06
17.45 6.35989e-07 7.89179e-06 -1.97469e-06 1 1e-07
17.45 6.26902e-07 7.13584e-06 -1.05439e-07 2 1.1e-06
17.5 1.86087e-06 8.86266e-06 -7.28448e-07 0 1e-06
17.5 6.17751e-07 7.88265e-06 -2.00033e-06 1 1e-07
17.5 6.45632e-07 7.14083e-06 -1.21013e-07 2 1.1e-06
17.55 1.8265e-06 8.81328e-06 -7.06478e-07 0 1e-06
17.55 6.04142e-07 7.88676e-06 -2.00427e-06 1 1e-07
17.55 6.66394e-07 7.14303e-06 -1.52358e-07 2 1.1e-06
17.6 1.8419e-06 8.78607e-06 -7.0992e-07 0 1e-06
17.6 5.95461e-07 7.88893e-06 -1.99934e-06 1 1e-07
17.6 6.74843e-07 7.13106e-06 -1.69e-07 2 1.1e-06
17.65 1.90478e-06 8.85977e-06 -7.22428e-07 0 1e-06
17.65 5.70685e-07 7.88095e-06 -1.99918e-06 1 1e-07
17.65 6.76249e-07 7.12973e-06 -1.82077e-07 2 1.1e-06
17.7 1.872e-06 8.89037e-06 -6.81194e-07 0 1e-06
17.7 5.58741e-07 7.90211e-06 -1.99671e-06 1 1e-07
17.7 6.81452e-07 7.12973e-06 -1.95347e-07 2 1.1e-06
17.75 1.89675e-06 8.91364e-06 -6.22642e-07 0 1e-06
17.75 5.69799e-07 7.94589e-06 -1.96738e-06 1 1e-07
17.75 6.84162e-07 7.14149e-06 -2.0603e-07 2 1.1e-06
17.8 1.90763e-06 8.87737e-06 -5.52511e-07 0 1e-06
17.8 5.96987e-07 8.01453e-06 -1.9487e-06 1 1e-07
17.8 6.79146e-07 7.14842e-06 -2.17115e-07 2 1.1e-06
17.85 1.9047e-06 8.89808e-06 -5.66853e-07 0 1e-06
17.85 6.07314e-07 8.08453e-06 -1.92329e-06 1 1e-07
17.85 6.89218e-07 7.16174e-06 -2.26338e-07 2 1.1e-06
17.9 1.99348e-06 8.87506e-06 -5.80836e-07 0 1e-06
17.9 6.17148e-07 8.17335e-06 -1.89841e-06 1 1e-07
17.9 7.02688e-07 7.17675e-06 -2.39509e-07 2 1.1e-06
17.95 2.007e-06 8.83519e-06 -6.10901e-07 0 1e-06
17.95 6.29995e-07 8.25775e-06 -1.89044e-06 1 1e-07
17.95 7.17481e-07 7.19831e-06 -2.46451e-07 2 1.1e-06
18 2.02336e-06 8.82995e-06 -5.92803e-07 0 1e-06
18 6.4341e-07 8.34285e-06 -1.89096e-06 1 1e-07
18 7.43245e-07 7.22205e-06 -2.44903e-07 2 1.1e-06
18.05 2.12286e-06 8.87021e-06 -5.94356e-07 0 1e-06
18.05 6.4742e-07 8.43352e-06 -1.89966e-06 1 1e-07
18.05 7.68368e-07 7.24193e-06 -2.46953e-07 2 1.1e-06
18.1 2.18018e-06 8.89985e-06 -5.53253e-07 0 1e-06
18.1 6.61298e-07 8.51155e-06 -1.91196e-06 1 1e-07
18.1 7.90917e-07 7.26714e-06 -2.61093e-07 2 1.1e-06
18.15 2.16081e-06 8.92198e-06 -5.43012e-07 0 1e-06
18.15 6.79795e-07 8.56666e-06 -1.90336e-06 1 1e-07
18.15 8.13143e-07 7.29541e-06 -2.81086e-07 2 1.1e-06
18.2 2.18227e-06 8.95284e-06 -5.92171e-07 0 1e-06
18.2 7.04763e-07 8.59544e-06 -1.8715e-06 1 1e-07
18.2 8.33168e-07 7.32826e-06 -2.90617e-07 2 1.1e-06
18.25 2.21779e-06 8.98632e-06 -6.41991e-07 0 1e-06
18.25 7.37266e-07 8.62266e-06 -1.845e-06 1 1e-07
18.25 8.53969e-07 7.35712e-06 -2.99259e-07 2 1.1e-06
18.3 2.21674e-06 8.97407e-06 -6.05053e-07 0 1e-06
18.3 7.50286e-07 8.64099e-06 -1.82886e-06 1 1e-07
18.3 8.77674e-07 7.38562e-06 -2.93608e-07 2 1.1e-06
18.35 2.16676e-06 8.97162e-06 -5.30588e-07 0 1e-06
18.35 7.59935e-07 8.63062e-06 -1.82373e-06 1 1e-07
18.35 8.91814e-07 7.39638e-06 -2.86615e-07 2 1.1e-06
18.4 2.22447e-06 9.12708e-06 -4.88601e-07 0 1e-06
18.4 7.46591e-07 8.6267e-06 -1.81739e-06 1 1e-07
18.4 9.09502e-07 7.39803e-06 -2.74476e-07 2 1.1e-06
18.45 2.28633e-06 9.16152e-06 -4.29454e-07 0 1e-06
18.45 7.40417e-07 8.6222e-06 -1.80341e-06 1 1e-07
18.45 9.39806e-07 7.39845e-06 -2.58295e-07 2 1.1e-06
18.5 2.29355e-06 9.14089e-06 -4.23228e-07 0 1e-06
18.5 7.63414e-07 8.62486e-06 -1.77014e-06 1 1e-07
18.5 9.68205e-07 7.41376e-06 -2.3828e-07 2 1.1e-06
18.55 2.33957e-06 9.17166e-06 -4.37362e-07 0 1e-06
18.55 8.0602e-07 8.62622e-06 -1.73101e-06 1 1e-07
18.55 9.88851e-07 7.43846e-06 -2.26186e-07 2 1.1e-06
18.6 2.37627e-06 9.15246e-06 -4.84464e-07 0 1e-06
18.6 8.63057e-07 8.63089e-06 -1.69305e-06 1 1e-07
18.6 1.00432e-06 7.46967e-06 -2.18124e-07 2 1.1e-06
18.65 2.37713e-06 9.16119e-06 -4.52244e-07 0 1e-06
18.65 9.15735e-07 8.65246e-06 -1.68219e-06 1 1e-07
18.65 1.01337e-06 7.48964e-06 -2.14076e-07 2 1.1e-06
18.7 2.37263e-06 9.13811e-06 -4.72058e-07 0 1e-06
18.7 9.62261e-07 8.68591e-06 -1.69957e-06 1 1e-07
18.7 1.02326e-06 7.5114e-06 -2.01674e-07 2 1.1e-06
18.75 2.33778e-06 9.19407e-06 -4.24463e-07 0 1e-06
18.75 9.89062e-07 8.71928e-06 -1.74283e-06 1 1e-07
18.75 1.04255e-06 7.52034e-06 -1.86714e-07 2 1.1e-06
18.8 2.32293e-06 9.22167e-06 -4.11078e-07 0 1e-06
18.8 1.01001e-06 8.75069e-06 -1.81131e-06 1 1e-07
18.8 1.0665e-06 7.53201e-06 -1.60487e-07 2 1.1e-06
18.85 2.3672e-06 9.18208e-06 -4.19634e-07 0 1e-06
18.85 1.02651e-06 8.76718e-06 -1.8838e-06 1 1e-07
18.85 1.08878e-06 7.53956e-06 -1.34085e-07 2 1.1e-06
18.9 2.39731e-06 9.2147e-06 -4.49503e-07 0 1e-06
18.9 1.04439e-06 8.7722e-06 -1.92271e-06 1 1e-07
18.9 1.10986e-06 7.54178e-06 -1.24517e-07 2 1.1e-06
18.95 2.36632e-06 9.22099e-06 -3.89918e-07 0 1e-06
18.95 1.07178e-06 8.75573e-06 -1.89584e-06 1 1e-07
18.95 1.13091e-06 7.55688e-06 -1.2087e-07 2 1.1e-06
