Time X Y Z ID Radius Species
2.4 -5.22496e-08 -1.12382e-05 -3.21673e-06 5 1e-06 0
2.4 -8.01696e-07 5.98571e-06 -4.87845e-06 6 1e-06 0
2.4 -6.13512e-07 3.94736e-06 -4.66781e-06 7 1e-06 0
2.45 -8.03817e-07 -7.60269e-06 -3.18999e-06 0 1e-06 0
2.45 -1.43991e-06 -9.25036e-06 -2.26072e-06 1 1e-06 0
2.45 -2.81725e-06 -1.07728e-05 -2.11698e-06 2 1e-06 0
2.45 -3.21928e-06 -1.13794e-05 -4.08229e-06 3 1e-06 0
2.45 -1.33838e-06 -1.07563e-05 -4.78822e-06 4 1e-06 0
2.45 -5.73013e-08 -1.12398e-05 -3.20895e-06 5 1e-06 0
2.45 -8.04601e-07 6.0188e-06 -4.88966e-06 6 1e-06 0
2.45 -6.01529e-07 3.92315e-06 -4.66635e-06 7 1e-06 0
2.5 -8.04411e-07 -7.57107e-06 -3.20331e-06 0 1e-06 0
2.5 -1.43291e-06 -9.27401e-06 -2.25228e-06 1 1e-06 0
2.5 -2.82654e-06 -1.07617e-05 -2.10013e-06 2 1e-06 0
2.5 -3.1937e-06 -1.13653e-05 -4.07942e-06 3 1e-06 0
2.5 -1.36077e-06 -1.07523e-05 -4.78821e-06 4 1e-06 0
2.5 -6.85991e-08 -1.12348e-05 -3.20046e-06 5 1e-06 0
2.5 -8.07621e-07 6.05076e-06 -4.89352e-06 6 1e-06 0
2.5 -5.93121e-07 3.89938e-06 -4.66021e-06 7 1e-06 0
2.55 -8.09465e-07 -7.54298e-06 -3.21763e-06 0 1e-06 0
2.55 -1.42866e-06 -9.29819e-06 -2.24783e-06 1 1e-06 0
2.55 -2.83168e-06 -1.07507e-05 -2.0912e-06 2 1e-06 0
2.55 -3.1683e-06 -1.13502e-05 -4.07763e-06 3 1e-06 0
2.55 -1.3795e-06 -1.07525e-05 -4.78395e-06 4 1e-06 0
2.55 -7.6996e-08 -1.12292e-05 -3.19166e-06 5 1e-06 0
2.55 -8.04307e-07 6.07403e-06 -4.89978e-06 6 1e-06 0
2.55 -5.89379e-07 3.88645e-06 -4.65302e-06 7 1e-06 0
2.6 -8.14027e-07 -7.52216e-06 -3.23547e-06 0 1e-06 0
2.6 -1.4231e-06 -9.32299e-06 -2.24472e-06 1 1e-06 0
2.6 -2.83897e-06 -1.07422e-05 -2.09287e-06 2 1e-06 0
2.6 -3.14101e-06 -1.13394e-05 -4.0796e-06 3 1e-06 0
2.6 -1.38613e-06 -1.07522e-05 -4.78375e-06 4 1e-06 0
2.6 -8.16555e-08 -1.12252e-05 -3.18489e-06 5 1e-06 0
2.6 -8.02596e-07 6.0867e-06 -4.90895e-06 6 1e-06 0
2.6 -5.87328e-07 3.8784e-06 -4.64961e-06 7 1e-06 0
2.65 -8.18647e-07 -7.50571e-06 -3.25437e-06 0 1e-06 0
2.65 -1.41854e-06 -9.34024e-06 -2.24627e-06 1 1e-06 0
2.65 -2.84576e-06 -1.07327e-05 -2.09804e-06 2 1e-06 0
2.65 -3.12735e-06 -1.13303e-05 -4.06735e-06 3 1e-06 0
2.65 -1.37052e-06 -1.07538e-05 -4.78865e-06 4 1e-06 0
2.65 -8.42865e-08 -1.12192e-05 -3.18013e-06 5 1e-06 0
2.65 -8.02755e-07 6.09055e-06 -4.91637e-06 6 1e-06 0
2.65 -5.85946e-07 3.87738e-06 -4.64824e-06 7 1e-06 0
2.7 -8.26018e-07 -7.49035e-06 -3.27437e-06 0 1e-06 0
2.7 -1.40673e-06 -9.35108e-06 -2.25267e-06 1 1e-06 0
2.7 -2.85513e-06 -1.07235e-05 -2.10619e-06 2 1e-06 0
2.7 -3.12321e-06 -1.13351e-05 -4.04849e-06 3 1e-06 0
2.7 -1.34971e-06 -1.07499e-05 -4.79711e-06 4 1e-06 0
2.7 -8.47286e-08 -1.12143e-05 -3.17831e-06 5 1e-06 0
2.7 -8.09308e-07 6.08509e-06 -4.92437e-06 6 1e-06 0
2.7 -5.87114e-07 3.88006e-06 -4.64476e-06 7 1e-06 0
2.75 -8.32656e-07 -7.48525e-06 -3.28351e-06 0 1e-06 0
2.75 -1.39185e-06 -9.35944e-06 -2.25754e-06 1 1e-06 0
2.75 -2.86111e-06 -1.07182e-05 -2.11653e-06 2 1e-06 0
2.75 -3.12168e-06 -1.1335e-05 -4.03383e-06 3 1e-06 0
2.75 -1.33381e-06 -1.07468e-05 -4.79837e-06 4 1e-06 0
2.75 -8.63495e-08 -1.12054e-05 -3.17756e-06 5 1e-06 0
2.75 -8.18282e-07 6.07619e-06 -4.92519e-06 6 1e-06 0
2.75 -5.87486e-07 3.88745e-06 -4.63585e-06 7 1e-06 0
2.8 -8.39347e-07 -7.48113e-06 -3.28628e-06 0 1e-06 0
2.8 -1.37823e-06 -9.36282e-06 -2.26603e-06 1 1e-06 0
2.8 -2.86491e-06 -1.0715e-05 -2.12864e-06 2 1e-06 0
2.8 -3.11404e-06 -1.13344e-05 -4.02446e-06 3 1e-06 0
2.8 -1.31665e-06 -1.07441e-05 -4.79566e-06 4 1e-06 0
2.8 -9.20046e-08 -1.11982e-05 -3.17298e-06 5 1e-06 0
2.8 -8.27165e-07 6.05766e-06 -4.92217e-06 6 1e-06 0
2.8 -5.86401e-07 3.90055e-06 -4.62338e-06 7 1e-06 0
2.85 -8.41484e-07 -7.48164e-06 -3.2844e-06 0 1e-06 0
2.85 -1.3627e-06 -9.36499e-06 -2.27725e-06 1 1e-06 0
2.85 -2.86823e-06 -1.07144e-05 -2.13932e-06 2 1e-06 0
2.85 -3.11006e-06 -1.13354e-05 -4.02594e-06 3 1e-06 0
2.85 -1.30166e-06 -1.07426e-05 -4.79421e-06 4 1e-06 0
2.85 -1.03185e-07 -1.11893e-05 -3.16668e-06 5 1e-06 0
2.85 -8.3435e-07 6.03513e-06 -4.92321e-06 6 1e-06 0
2.85 -5.85609e-07 3.91625e-06 -4.6148e-06 7 1e-06 0
2.9 -8.48019e-07 -7.49056e-06 -3.28031e-06 0 1e-06 0
2.9 -1.34831e-06 -9.36136e-06 -2.28535e-06 1 1e-06 0
2.9 -2.87487e-06 -1.07169e-05 -2.14716e-06 2 1e-06 0
2.9 -3.10294e-06 -1.13406e-05 -4.04131e-06 3 1e-06 0
2.9 -1.2888e-06 -1.07425e-05 -4.79099e-06 4 1e-06 0
2.9 -1.15152e-07 -1.11788e-05 -3.15941e-06 5 1e-06 0
2.9 -8.42238e-07 6.00708e-06 -4.92093e-06 6 1e-06 0
2.9 -5.87931e-07 3.93567e-06 -4.60088e-06 7 1e-06 0
2.95 -8.5361e-07 -7.50023e-06 -3.28041e-06 0 1e-06 0
2.95 -1.33883e-06 -9.35953e-06 -2.29961e-06 1 1e-06 0
2.95 -2.87871e-06 -1.07209e-05 -2.1533e-06 2 1e-06 0
2.95 -3.09905e-06 -1.13497e-05 -4.06727e-06 3 1e-06 0
2.95 -1.27979e-06 -1.07391e-05 -4.78786e-06 4 1e-06 0
2.95 -1.24986e-07 -1.11656e-05 -3.15106e-06 5 1e-06 0
2.95 -8.46797e-07 5.97986e-06 -4.91622e-06 6 1e-06 0
2.95 -5.94992e-07 3.95605e-06 -4.58829e-06 7 1e-06 0
3 -8.60262e-07 -7.51327e-06 -3.28106e-06 0 1e-06 0
3 -1.3294e-06 -9.35261e-06 -2.31589e-06 1 1e-06 0
3 -2.88567e-06 -1.07214e-05 -2.16019e-06 2 1e-06 0
3 -3.09505e-06 -1.13567e-05 -4.09381e-06 3 1e-06 0
3 -1.26538e-06 -1.07359e-05 -4.78991e-06 4 1e-06 0
3 -1.31503e-07 -1.11488e-05 -3.1433e-06 5 1e-06 0
3 -8.49533e-07 5.95168e-06 -4.91044e-06 6 1e-06 0
3 -6.0327e-07 3.97887e-06 -4.58102e-06 7 1e-06 0
3.05 -8.70141e-07 -7.53085e-06 -3.27337e-06 0 1e-06 0
3.05 -1.31799e-06 -9.34578e-06 -2.33112e-06 1 1e-06 0
3.05 -2.89151e-06 -1.07236e-05 -2.16801e-06 2 1e-06 0
3.05 -3.08547e-06 -1.13644e-05 -4.11653e-06 3 1e-06 0
3.05 -1.24895e-06 -1.07304e-05 -4.78958e-06 4 1e-06 0
3.05 -1.39114e-07 -1.1135e-05 -3.13517e-06 5 1e-06 0
3.05 -8.49588e-07 5.92232e-06 -4.90111e-06 6 1e-06 0
3.05 -6.08454e-07 3.98287e-06 -4.57335e-06 7 1e-06 0
3.1 -8.7965e-07 -7.54889e-06 -3.26387e-06 0 1e-06 0
3.1 -1.31111e-06 -9.33596e-06 -2.34752e-06 1 1e-06 0
3.1 -2.8943e-06 -1.07267e-05 -2.17869e-06 2 1e-06 0
3.1 -3.07299e-06 -1.1371e-05 -4.13676e-06 3 1e-06 0
3.1 -1.23502e-06 -1.07292e-05 -4.78447e-06 4 1e-06 0
3.1 -1.49325e-07 -1.11185e-05 -3.12988e-06 5 1e-06 0
3.1 -8.50941e-07 5.90848e-06 -4.89158e-06 6 1e-06 0
3.1 -6.11227e-07 3.97248e-06 -4.56673e-06 7 1e-06 0
3.15 -8.86559e-07 -7.56869e-06 -3.2518e-06 0 1e-06 0
3.15 -1.30556e-06 -9.32623e-06 -2.36373e-06 1 1e-06 0
3.15 -2.89507e-06 -1.07249e-05 -2.18899e-06 2 1e-06 0
3.15 -3.06182e-06 -1.13789e-05 -4.14909e-06 3 1e-06 0
3.15 -1.22536e-06 -1.07302e-05 -4.77803e-06 4 1e-06 0
3.15 -1.61601e-07 -1.11036e-05 -3.13279e-06 5 1e-06 0
3.15 -8.52408e-07 5.90444e-06 -4.88366e-06 6 1e-06 0
3.15 -6.16265e-07 3.94347e-06 -4.55457e-06 7 1e-06 0
3.2 -8.9498e-07 -7.5874e-06 -3.23672e-06 0 1e-06 0
3.2 -1.30007e-06 -9.33074e-06 -2.36837e-06 1 1e-06 0
3.2 -2.89483e-06 -1.07265e-05 -2.19924e-06 2 1e-06 0
3.2 -3.04985e-06 -1.13841e-05 -4.15649e-06 3 1e-06 0
3.2 -1.22273e-06 -1.07221e-05 -4.78265e-06 4 1e-06 0
3.2 -1.68145e-07 -1.10901e-05 -3.12281e-06 5 1e-06 0
3.2 -8.51283e-07 5.90162e-06 -4.87958e-06 6 1e-06 0
3.2 -6.1856e-07 3.90016e-06 -4.54288e-06 7 1e-06 0
3.25 -9.00722e-07 -7.59219e-06 -3.22474e-06 0 1e-06 0
3.25 -1.29644e-06 -9.34929e-06 -2.36838e-06 1 1e-06 0
3.25 -2.89005e-06 -1.07279e-05 -2.21226e-06 2 1e-06 0
3.25 -3.03716e-06 -1.13879e-05 -4.16273e-06 3 1e-06 0
3.25 -1.21961e-06 -1.07144e-05 -4.78893e-06 4 1e-06 0
3.25 -1.74278e-07 -1.10763e-05 -3.10867e-06 5 1e-06 0
3.25 -8.48098e-07 5.90129e-06 -4.87946e-06 6 1e-06 0
3.25 -6.18835e-07 3.85909e-06 -4.53812e-06 7 1e-06 0
3.3 -9.03041e-07 -7.58631e-06 -3.22263e-06 0 1e-06 0
3.3 -1.30078e-06 -9.38087e-06 -2.36509e-06 1 1e-06 0
3.3 -2.88424e-06 -1.07246e-05 -2.2283e-06 2 1e-06 0
3.3 -3.0261e-06 -1.13868e-05 -4.16883e-06 3 1e-06 0
3.3 -1.22003e-06 -1.07108e-05 -4.79628e-06 4 1e-06 0
3.3 -1.83094e-07 -1.10602e-05 -3.09473e-06 5 1e-06 0
3.3 -8.47239e-07 5.89716e-06 -4.88356e-06 6 1e-06 0
3.3 -6.20378e-07 3.82442e-06 -4.53472e-06 7 1e-06 0
3.35 -9.06541e-07 -7.58274e-06 -3.21819e-06 0 1e-06 0
3.35 -1.30828e-06 -9.41364e-06 -2.36464e-06 1 1e-06 0
3.35 -2.87001e-06 -1.07177e-05 -2.23794e-06 2 1e-06 0
3.35 -3.01589e-06 -1.13824e-05 -4.17617e-06 3 1e-06 0
3.35 -1.21758e-06 -1.07061e-05 -4.80373e-06 4 1e-06 0
3.35 -1.89937e-07 -1.10419e-05 -3.08352e-06 5 1e-06 0
3.35 -8.42762e-07 5.89263e-06 -4.89052e-06 6 1e-06 0
3.35 -6.19461e-07 3.79671e-06 -4.533e-06 7 1e-06 0
3.4 -9.08038e-07 -7.58164e-06 -3.21439e-06 0 1e-06 0
3.4 -1.31264e-06 -9.44046e-06 -2.36912e-06 1 1e-06 0
3.4 -2.85348e-06 -1.07101e-05 -2.25292e-06 2 1e-06 0
3.4 -3.00434e-06 -1.1382e-05 -4.18267e-06 3 1e-06 0
3.4 -1.21026e-06 -1.06984e-05 -4.80546e-06 4 1e-06 0
3.4 -1.95389e-07 -1.10213e-05 -3.07663e-06 5 1e-06 0
3.4 -8.38235e-07 5.88912e-06 -4.89463e-06 6 1e-06 0
3.4 -6.21626e-07 3.77732e-06 -4.52779e-06 7 1e-06 0
3.45 -9.08326e-07 -7.58153e-06 -3.20759e-06 0 1e-06 0
3.45 -1.29989e-06 -9.45452e-06 -2.36719e-06 1 1e-06 0
3.45 -2.83039e-06 -1.07012e-05 -2.26755e-06 2 1e-06 0
3.45 -2.98861e-06 -1.13799e-05 -4.18222e-06 3 1e-06 0
3.45 -1.20116e-06 -1.06934e-05 -4.80292e-06 4 1e-06 0
3.45 -2.00118e-07 -1.09998e-05 -3.06849e-06 5 1e-06 0
3.45 -8.29608e-07 5.88153e-06 -4.89728e-06 6 1e-06 0
3.45 -6.29835e-07 3.76497e-06 -4.52343e-06 7 1e-06 0
3.5 -9.08012e-07 -7.58296e-06 -3.20187e-06 0 1e-06 0
3.5 -1.27316e-06 -9.45101e-06 -2.37076e-06 1 1e-06 0
3.5 -2.82258e-06 -1.06989e-05 -2.28379e-06 2 1e-06 0
3.5 -2.97677e-06 -1.13741e-05 -4.18263e-06 3 1e-06 0
3.5 -1.19129e-06 -1.06896e-05 -4.79707e-06 4 1e-06 0
3.5 -2.01055e-07 -1.09856e-05 -3.05996e-06 5 1e-06 0
3.5 -8.18205e-07 5.86636e-06 -4.89788e-06 6 1e-06 0
3.5 -6.40076e-07 3.75539e-06 -4.52554e-06 7 1e-06 0
3.55 -9.06541e-07 -7.58795e-06 -3.19297e-06 0 1e-06 0
3.55 -1.24375e-06 -9.42881e-06 -2.37348e-06 1 1e-06 0
3.55 -2.8137e-06 -1.06985e-05 -2.30175e-06 2 1e-06 0
3.55 -2.96632e-06 -1.13696e-05 -4.18074e-06 3 1e-06 0
3.55 -1.17333e-06 -1.06833e-05 -4.79303e-06 4 1e-06 0
3.55 -1.90968e-07 -1.09797e-05 -3.05653e-06 5 1e-06 0
3.55 -8.08388e-07 5.84959e-06 -4.8981e-06 6 1e-06 0
3.55 -6.53275e-07 3.75122e-06 -4.52709e-06 7 1e-06 0
3.6 -9.05997e-07 -7.59326e-06 -3.18778e-06 0 1e-06 0
3.6 -1.22469e-06 -9.40311e-06 -2.37048e-06 1 1e-06 0
3.6 -2.805e-06 -1.06966e-05 -2.31662e-06 2 1e-06 0
3.6 -2.95817e-06 -1.137e-05 -4.19586e-06 3 1e-06 0
3.6 -1.15802e-06 -1.06784e-05 -4.78452e-06 4 1e-06 0
3.6 -1.7994e-07 -1.09696e-05 -3.04999e-06 5 1e-06 0
3.6 -8.02146e-07 5.83128e-06 -4.89837e-06 6 1e-06 0
3.6 -6.67136e-07 3.75002e-06 -4.52905e-06 7 1e-06 0
3.65 -9.0289e-07 -7.60195e-06 -3.1782e-06 0 1e-06 0
3.65 -1.20377e-06 -9.37727e-06 -2.3664e-06 1 1e-06 0
3.65 -2.79724e-06 -1.06931e-05 -2.33735e-06 2 1e-06 0
3.65 -2.95025e-06 -1.13744e-05 -4.22181e-06 3 1e-06 0
3.65 -1.13838e-06 -1.0668e-05 -4.77522e-06 4 1e-06 0
3.65 -1.64021e-07 -1.09629e-05 -3.03413e-06 5 1e-06 0
3.65 -7.9468e-07 5.81052e-06 -4.90118e-06 6 1e-06 0
3.65 -6.82953e-07 3.75401e-06 -4.53202e-06 7 1e-06 0
3.7 -8.94876e-07 -7.59711e-06 -3.1781e-06 0 1e-06 0
3.7 -1.18455e-06 -9.36999e-06 -2.35919e-06 1 1e-06 0
3.7 -2.78583e-06 -1.0692e-05 -2.35434e-06 2 1e-06 0
3.7 -2.94199e-06 -1.13873e-05 -4.25323e-06 3 1e-06 0
3.7 -1.11846e-06 -1.06603e-05 -4.75849e-06 4 1e-06 0
3.7 -1.42704e-07 -1.09674e-05 -3.0088e-06 5 1e-06 0
3.7 -7.84439e-07 5.78974e-06 -4.90553e-06 6 1e-06 0
3.7 -6.97805e-07 3.75748e-06 -4.53328e-06 7 1e-06 0
3.75 -8.84302e-07 -7.58052e-06 -3.18181e-06 0 1e-06 0
3.75 -1.17142e-06 -9.37345e-06 -2.35264e-06 1 1e-06 0
3.75 -2.77554e-06 -1.06881e-05 -2.37035e-06 2 1e-06 0
3.75 -2.93682e-06 -1.1399e-05 -4.28307e-06 3 1e-06 0
3.75 -1.10333e-06 -1.06498e-05 -4.74258e-06 4 1e-06 0
3.75 -1.26715e-07 -1.09668e-05 -2.9913e-06 5 1e-06 0
3.75 -7.74577e-07 5.77386e-06 -4.91068e-06 6 1e-06 0
3.75 -7.09306e-07 3.76121e-06 -4.5362e-06 7 1e-06 0
3.8 -8.70047e-07 -7.55487e-06 -3.19089e-06 0 1e-06 0
3.8 -1.16287e-06 -9.38351e-06 -2.35098e-06 1 1e-06 0
3.8 -2.76488e-06 -1.06826e-05 -2.38969e-06 2 1e-06 0
3.8 -2.93277e-06 -1.14075e-05 -4.30756e-06 3 1e-06 0
3.8 -1.08909e-06 -1.06391e-05 -4.73137e-06 4 1e-06 0
3.8 -1.02826e-07 -1.09724e-05 -2.97823e-06 5 1e-06 0
3.8 -7.64054e-07 5.75663e-06 -4.91901e-06 6 1e-06 0
3.8 -7.22689e-07 3.76424e-06 -4.53559e-06 7 1e-06 0
3.85 -8.58572e-07 -7.5353e-06 -3.19971e-06 0 1e-06 0
3.85 -1.15103e-06 -9.39446e-06 -2.35402e-06 1 1e-06 0
3.85 -2.75479e-06 -1.06738e-05 -2.40842e-06 2 1e-06 0
3.85 -2.92736e-06 -1.14131e-05 -4.33006e-06 3 1e-06 0
3.85 -1.08057e-06 -1.06294e-05 -4.72511e-06 4 1e-06 0
3.85 -7.37996e-08 -1.09876e-05 -2.97122e-06 5 1e-06 0
3.85 -7.55463e-07 5.73951e-06 -4.92612e-06 6 1e-06 0
3.85 -7.30213e-07 3.7641e-06 -4.53562e-06 7 1e-06 0
3.9 -8.51361e-07 -7.52253e-06 -3.20778e-06 0 1e-06 0
3.9 -1.14506e-06 -9.40355e-06 -2.35841e-06 1 1e-06 0
3.9 -2.74578e-06 -1.06663e-05 -2.4193e-06 2 1e-06 0
3.9 -2.91934e-06 -1.14182e-05 -4.3524e-06 3 1e-06 0
3.9 -1.07057e-06 -1.06219e-05 -4.71761e-06 4 1e-06 0
3.9 -4.30838e-08 -1.10005e-05 -2.96728e-06 5 1e-06 0
3.9 -7.45388e-07 5.72469e-06 -4.93172e-06 6 1e-06 0
3.9 -7.36665e-07 3.75882e-06 -4.53322e-06 7 1e-06 0
3.95 -8.43566e-07 -7.51237e-06 -3.21426e-06 0 1e-06 0
3.95 -1.14619e-06 -9.41057e-06 -2.36516e-06 1 1e-06 0
3.95 -2.73364e-06 -1.06587e-05 -2.43104e-06 2 1e-06 0
3.95 -2.91157e-06 -1.14185e-05 -4.37202e-06 3 1e-06 0
3.95 -1.0629e-06 -1.06194e-05 -4.70797e-06 4 1e-06 0
3.95 -1.47579e-08 -1.10156e-05 -2.96712e-06 5 1e-06 0
3.95 -7.34943e-07 5.71355e-06 -4.93408e-06 6 1e-06 0
3.95 -7.43911e-07 3.73404e-06 -4.52551e-06 7 1e-06 0
4 -8.32145e-07 -7.50601e-06 -3.21827e-06 0 1e-06 0
4 -1.14355e-06 -9.41528e-06 -2.36872e-06 1 1e-06 0
4 -2.7233e-06 -1.06538e-05 -2.44496e-06 2 1e-06 0
4 -2.90379e-06 -1.14252e-05 -4.38525e-06 3 1e-06 0
4 -1.05336e-06 -1.06158e-05 -4.69644e-06 4 1e-06 0
4 8.40403e-09 -1.10308e-05 -2.96727e-06 5 1e-06 0
4 -7.22974e-07 5.70202e-06 -4.93327e-06 6 1e-06 0
4 -7.54184e-07 3.7103e-06 -4.51858e-06 7 1e-06 0
4.05 -8.13501e-07 -7.50548e-06 -3.21787e-06 0 1e-06 0
4.05 -1.13711e-06 -9.41598e-06 -2.37832e-06 1 1e-06 0
4.05 -2.71679e-06 -1.06512e-05 -2.45278e-06 2 1e-06 0
4.05 -2.89542e-06 -1.14324e-05 -4.3922e-06 3 1e-06 0
4.05 -1.04323e-06 -1.06157e-05 -4.68389e-06 4 1e-06 0
4.05 2.61206e-08 -1.10377e-05 -2.96835e-06 5 1e-06 0
4.05 -7.0441e-07 5.69463e-06 -4.93002e-06 6 1e-06 0
4.05 -7.58963e-07 3.68812e-06 -4.51369e-06 7 1e-06 0
4.1 -7.95756e-07 -7.51077e-06 -3.2135e-06 0 1e-06 0
4.1 -1.12696e-06 -9.41454e-06 -2.38839e-06 1 1e-06 0
4.1 -2.70642e-06 -1.06439e-05 -2.46144e-06 2 1e-06 0
4.1 -2.88633e-06 -1.14347e-05 -4.39206e-06 3 1e-06 0
4.1 -1.03513e-06 -1.06235e-05 -4.67152e-06 4 1e-06 0
4.1 3.857e-08 -1.10449e-05 -2.97311e-06 5 1e-06 0
4.1 -6.869e-07 5.68685e-06 -4.933e-06 6 1e-06 0
4.1 -7.66056e-07 3.66528e-06 -4.50772e-06 7 1e-06 0
4.15 -7.81697e-07 -7.51637e-06 -3.21372e-06 0 1e-06 0
4.15 -1.11838e-06 -9.41102e-06 -2.39015e-06 1 1e-06 0
4.15 -2.69669e-06 -1.06375e-05 -2.47207e-06 2 1e-06 0
4.15 -2.87264e-06 -1.14318e-05 -4.39083e-06 3 1e-06 0
4.15 -1.02985e-06 -1.06311e-05 -4.6585e-06 4 1e-06 0
4.15 4.65125e-08 -1.10498e-05 -2.97929e-06 5 1e-06 0
4.15 -6.69719e-07 5.67907e-06 -4.93355e-06 6 1e-06 0
4.15 -7.73762e-07 3.64457e-06 -4.50107e-06 7 1e-06 0
4.2 -7.69675e-07 -7.52484e-06 -3.21649e-06 0 1e-06 0
4.2 -1.11649e-06 -9.40829e-06 -2.39414e-06 1 1e-06 0
4.2 -2.69521e-06 -1.06313e-05 -2.48286e-06 2 1e-06 0
4.2 -2.85505e-06 -1.1428e-05 -4.38732e-06 3 1e-06 0
4.2 -1.02585e-06 -1.0634e-05 -4.64892e-06 4 1e-06 0
4.2 5.40699e-08 -1.10519e-05 -2.98331e-06 5 1e-06 0
4.2 -6.51679e-07 5.67129e-06 -4.93473e-06 6 1e-06 0
4.2 -7.8603e-07 3.62496e-06 -4.5019e-06 7 1e-06 0
4.25 -7.60506e-07 -7.53284e-06 -3.21705e-06 0 1e-06 0
4.25 -1.10322e-06 -9.39464e-06 -2.39892e-06 1 1e-06 0
4.25 -2.6932e-06 -1.06257e-05 -2.49315e-06 2 1e-06 0
4.25 -2.84239e-06 -1.14201e-05 -4.3805e-06 3 1e-06 0
4.25 -1.00791e-06 -1.0636e-05 -4.64052e-06 4 1e-06 0
4.25 6.45114e-08 -1.10498e-05 -2.98392e-06 5 1e-06 0
4.25 -6.36009e-07 5.66585e-06 -4.93283e-06 6 1e-06 0
4.25 -7.9847e-07 3.60774e-06 -4.49996e-06 7 1e-06 0
4.3 -7.5114e-07 -7.54056e-06 -3.22333e-06 0 1e-06 0
4.3 -1.09219e-06 -9.38104e-06 -2.40505e-06 1 1e-06 0
4.3 -2.69023e-06 -1.06229e-05 -2.50508e-06 2 1e-06 0
4.3 -2.83325e-06 -1.14116e-05 -4.37222e-06 3 1e-06 0
4.3 -9.9332e-07 -1.06392e-05 -4.62714e-06 4 1e-06 0
4.3 7.74128e-08 -1.10503e-05 -2.97709e-06 5 1e-06 0
4.3 -6.20668e-07 5.66098e-06 -4.93105e-06 6 1e-06 0
4.3 -8.03995e-07 3.59363e-06 -4.49991e-06 7 1e-06 0
4.35 -7.44443e-07 -7.54736e-06 -3.23072e-06 0 1e-06 0
4.35 -1.08096e-06 -9.37212e-06 -2.4181e-06 1 1e-06 0
4.35 -2.68571e-06 -1.06225e-05 -2.51251e-06 2 1e-06 0
4.35 -2.82165e-06 -1.14097e-05 -4.36469e-06 3 1e-06 0
4.35 -9.78618e-07 -1.06472e-05 -4.61614e-06 4 1e-06 0
4.35 9.77885e-08 -1.10512e-05 -2.96399e-06 5 1e-06 0
4.35 -6.11082e-07 5.65626e-06 -4.9243e-06 6 1e-06 0
4.35 -8.13374e-07 3.58474e-06 -4.50077e-06 7 1e-06 0
4.4 -7.38727e-07 -7.54942e-06 -3.23705e-06 0 1e-06 0
4.4 -1.07405e-06 -9.36101e-06 -2.43152e-06 1 1e-06 0
4.4 -2.68049e-06 -1.06167e-05 -2.51932e-06 2 1e-06 0
4.4 -2.81145e-06 -1.14063e-05 -4.35746e-06 3 1e-06 0
4.4 -9.65426e-07 -1.06552e-05 -4.60987e-06 4 1e-06 0
4.4 1.24127e-07 -1.10551e-05 -2.9405e-06 5 1e-06 0
4.4 -6.00714e-07 5.6414e-06 -4.91694e-06 6 1e-06 0
4.4 -8.2141e-07 3.5812e-06 -4.49868e-06 7 1e-06 0
4.45 -7.40796e-07 -7.54997e-06 -3.24008e-06 0 1e-06 0
4.45 -1.06937e-06 -9.35304e-06 -2.44077e-06 1 1e-06 0
4.45 -2.67413e-06 -1.061e-05 -2.52121e-06 2 1e-06 0
4.45 -2.80393e-06 -1.14038e-05 -4.35167e-06 3 1e-06 0
4.45 -9.48633e-07 -1.06622e-05 -4.59884e-06 4 1e-06 0
4.45 1.47064e-07 -1.10593e-05 -2.92222e-06 5 1e-06 0
4.45 -5.9307e-07 5.62487e-06 -4.90699e-06 6 1e-06 0
4.45 -8.28272e-07 3.58034e-06 -4.49381e-06 7 1e-06 0
4.5 -7.4193e-07 -7.53985e-06 -3.24297e-06 0 1e-06 0
4.5 -1.06887e-06 -9.35048e-06 -2.45373e-06 1 1e-06 0
4.5 -2.66346e-06 -1.06002e-05 -2.51063e-06 2 1e-06 0
4.5 -2.80001e-06 -1.14042e-05 -4.34849e-06 3 1e-06 0
4.5 -9.3162e-07 -1.06681e-05 -4.58385e-06 4 1e-06 0
4.5 1.7259e-07 -1.10661e-05 -2.90475e-06 5 1e-06 0
4.5 -5.8371e-07 5.60679e-06 -4.893e-06 6 1e-06 0
4.5 -8.37098e-07 3.57869e-06 -4.48859e-06 7 1e-06 0
4.55 -7.45498e-07 -7.53112e-06 -3.24077e-06 0 1e-06 0
4.55 -1.06956e-06 -9.34891e-06 -2.4661e-06 1 1e-06 0
4.55 -2.65403e-06 -1.05902e-05 -2.49766e-06 2 1e-06 0
4.55 -2.79885e-06 -1.14103e-05 -4.34049e-06 3 1e-06 0
4.55 -9.16733e-07 -1.06749e-05 -4.5679e-06 4 1e-06 0
4.55 1.91869e-07 -1.10715e-05 -2.89189e-06 5 1e-06 0
4.55 -5.82183e-07 5.59526e-06 -4.87775e-06 6 1e-06 0
4.55 -8.49549e-07 3.58447e-06 -4.47874e-06 7 1e-06 0
4.6 -7.51477e-07 -7.52691e-06 -3.24042e-06 0 1e-06 0
4.6 -1.07471e-06 -9.34825e-06 -2.47564e-06 1 1e-06 0
4.6 -2.65041e-06 -1.05782e-05 -2.48512e-06 2 1e-06 0
4.6 -2.79721e-06 -1.14141e-05 -4.3395e-06 3 1e-06 0
4.6 -9.04457e-07 -1.06826e-05 -4.55227e-06 4 1e-06 0
4.6 2.05079e-07 -1.10799e-05 -2.87911e-06 5 1e-06 0
